genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
pop rock,https://api.spotify.com/v1/artists/2iEvnFsWxR0Syqu2JNopAd,2iEvnFsWxR0Syqu2JNopAd,,Smash Mouth,66,artist,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,https://open.spotify.com/artist/2iEvnFsWxR0Syqu2JNopAd,NA,943445
post-grunge,https://api.spotify.com/v1/artists/2iEvnFsWxR0Syqu2JNopAd,2iEvnFsWxR0Syqu2JNopAd,,Smash Mouth,66,artist,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,https://open.spotify.com/artist/2iEvnFsWxR0Syqu2JNopAd,NA,943445
boy band,https://api.spotify.com/v1/artists/5rSXSAkZ67PYJSvpUpkOr7,5rSXSAkZ67PYJSvpUpkOr7,,Backstreet Boys,76,artist,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,NA,5122699
dance pop,https://api.spotify.com/v1/artists/5rSXSAkZ67PYJSvpUpkOr7,5rSXSAkZ67PYJSvpUpkOr7,,Backstreet Boys,76,artist,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,NA,5122699
pop,https://api.spotify.com/v1/artists/5rSXSAkZ67PYJSvpUpkOr7,5rSXSAkZ67PYJSvpUpkOr7,,Backstreet Boys,76,artist,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,NA,5122699
album rock,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,,Scorpions,73,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,NA,6336605
german hard rock,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,,Scorpions,73,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,NA,6336605
german metal,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,,Scorpions,73,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,NA,6336605
german rock,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,,Scorpions,73,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,NA,6336605
hard rock,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,,Scorpions,73,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,NA,6336605
rock,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,,Scorpions,73,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,NA,6336605
alternative metal,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
alternative rock,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
conscious hip hop,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
funk metal,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
hard rock,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
nu metal,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
political hip hop,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
post-grunge,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
rap metal,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
rap rock,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
rock,https://api.spotify.com/v1/artists/2d0hyoQ5ynDBnkvAbJKORj,2d0hyoQ5ynDBnkvAbJKORj,,Rage Against The Machine,72,artist,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,NA,5398158
new wave pop,https://api.spotify.com/v1/artists/0Je74SitssvJg1w4Ra2EK7,0Je74SitssvJg1w4Ra2EK7,,4 Non Blondes,64,artist,spotify:artist:0Je74SitssvJg1w4Ra2EK7,https://open.spotify.com/artist/0Je74SitssvJg1w4Ra2EK7,NA,431551
pop rock,https://api.spotify.com/v1/artists/0Je74SitssvJg1w4Ra2EK7,0Je74SitssvJg1w4Ra2EK7,,4 Non Blondes,64,artist,spotify:artist:0Je74SitssvJg1w4Ra2EK7,https://open.spotify.com/artist/0Je74SitssvJg1w4Ra2EK7,NA,431551
classic country pop,https://api.spotify.com/v1/artists/7EK1bQADBoqbYXnT4Cqv9w,7EK1bQADBoqbYXnT4Cqv9w,,John Denver,69,artist,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,NA,1835091
folk,https://api.spotify.com/v1/artists/7EK1bQADBoqbYXnT4Cqv9w,7EK1bQADBoqbYXnT4Cqv9w,,John Denver,69,artist,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,NA,1835091
folk rock,https://api.spotify.com/v1/artists/7EK1bQADBoqbYXnT4Cqv9w,7EK1bQADBoqbYXnT4Cqv9w,,John Denver,69,artist,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,NA,1835091
mellow gold,https://api.spotify.com/v1/artists/7EK1bQADBoqbYXnT4Cqv9w,7EK1bQADBoqbYXnT4Cqv9w,,John Denver,69,artist,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,NA,1835091
singer-songwriter,https://api.spotify.com/v1/artists/7EK1bQADBoqbYXnT4Cqv9w,7EK1bQADBoqbYXnT4Cqv9w,,John Denver,69,artist,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,NA,1835091
soft rock,https://api.spotify.com/v1/artists/7EK1bQADBoqbYXnT4Cqv9w,7EK1bQADBoqbYXnT4Cqv9w,,John Denver,69,artist,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,NA,1835091
britpop,https://api.spotify.com/v1/artists/2cGwlqi3k18jFpUyTrsR84,2cGwlqi3k18jFpUyTrsR84,,The Verve,67,artist,spotify:artist:2cGwlqi3k18jFpUyTrsR84,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,NA,2104937
permanent wave,https://api.spotify.com/v1/artists/2cGwlqi3k18jFpUyTrsR84,2cGwlqi3k18jFpUyTrsR84,,The Verve,67,artist,spotify:artist:2cGwlqi3k18jFpUyTrsR84,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,NA,2104937
rock,https://api.spotify.com/v1/artists/2cGwlqi3k18jFpUyTrsR84,2cGwlqi3k18jFpUyTrsR84,,The Verve,67,artist,spotify:artist:2cGwlqi3k18jFpUyTrsR84,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,NA,2104937
shoegaze,https://api.spotify.com/v1/artists/2cGwlqi3k18jFpUyTrsR84,2cGwlqi3k18jFpUyTrsR84,,The Verve,67,artist,spotify:artist:2cGwlqi3k18jFpUyTrsR84,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,NA,2104937
g funk,https://api.spotify.com/v1/artists/6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7,,Dr. Dre,81,artist,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,NA,9476533
gangster rap,https://api.spotify.com/v1/artists/6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7,,Dr. Dre,81,artist,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,NA,9476533
hip hop,https://api.spotify.com/v1/artists/6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7,,Dr. Dre,81,artist,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,NA,9476533
rap,https://api.spotify.com/v1/artists/6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7,,Dr. Dre,81,artist,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,NA,9476533
west coast rap,https://api.spotify.com/v1/artists/6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7,,Dr. Dre,81,artist,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,NA,9476533
g funk,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG,,Snoop Dogg,84,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,NA,9585096
gangster rap,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG,,Snoop Dogg,84,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,NA,9585096
hip hop,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG,,Snoop Dogg,84,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,NA,9585096
pop rap,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG,,Snoop Dogg,84,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,NA,9585096
rap,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG,,Snoop Dogg,84,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,NA,9585096
west coast rap,https://api.spotify.com/v1/artists/7hJcb9fa4alzcOq3EaNPoG,7hJcb9fa4alzcOq3EaNPoG,,Snoop Dogg,84,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,NA,9585096
alternative rock,https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5,0L8ExT028jH3ddEcZwqJJ5,,Red Hot Chili Peppers,83,artist,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,NA,19539944
funk metal,https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5,0L8ExT028jH3ddEcZwqJJ5,,Red Hot Chili Peppers,83,artist,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,NA,19539944
funk rock,https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5,0L8ExT028jH3ddEcZwqJJ5,,Red Hot Chili Peppers,83,artist,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,NA,19539944
permanent wave,https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5,0L8ExT028jH3ddEcZwqJJ5,,Red Hot Chili Peppers,83,artist,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,NA,19539944
rock,https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5,0L8ExT028jH3ddEcZwqJJ5,,Red Hot Chili Peppers,83,artist,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,NA,19539944
glam metal,https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC,3qm84nBOXUEQ2vnTfUTTFC,,Guns N' Roses,80,artist,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,NA,28502396
hard rock,https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC,3qm84nBOXUEQ2vnTfUTTFC,,Guns N' Roses,80,artist,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,NA,28502396
rock,https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC,3qm84nBOXUEQ2vnTfUTTFC,,Guns N' Roses,80,artist,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,NA,28502396
g funk,https://api.spotify.com/v1/artists/1ZwdS5xdxEREPySFridCfh,1ZwdS5xdxEREPySFridCfh,,2Pac,81,artist,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,NA,15079873
gangster rap,https://api.spotify.com/v1/artists/1ZwdS5xdxEREPySFridCfh,1ZwdS5xdxEREPySFridCfh,,2Pac,81,artist,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,NA,15079873
hip hop,https://api.spotify.com/v1/artists/1ZwdS5xdxEREPySFridCfh,1ZwdS5xdxEREPySFridCfh,,2Pac,81,artist,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,NA,15079873
rap,https://api.spotify.com/v1/artists/1ZwdS5xdxEREPySFridCfh,1ZwdS5xdxEREPySFridCfh,,2Pac,81,artist,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,NA,15079873
west coast rap,https://api.spotify.com/v1/artists/1ZwdS5xdxEREPySFridCfh,1ZwdS5xdxEREPySFridCfh,,2Pac,81,artist,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,NA,15079873
neo mellow,https://api.spotify.com/v1/artists/2sil8z5kiy4r76CRTXxBCA,2sil8z5kiy4r76CRTXxBCA,,The Goo Goo Dolls,71,artist,spotify:artist:2sil8z5kiy4r76CRTXxBCA,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,NA,2493588
permanent wave,https://api.spotify.com/v1/artists/2sil8z5kiy4r76CRTXxBCA,2sil8z5kiy4r76CRTXxBCA,,The Goo Goo Dolls,71,artist,spotify:artist:2sil8z5kiy4r76CRTXxBCA,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,NA,2493588
pop rock,https://api.spotify.com/v1/artists/2sil8z5kiy4r76CRTXxBCA,2sil8z5kiy4r76CRTXxBCA,,The Goo Goo Dolls,71,artist,spotify:artist:2sil8z5kiy4r76CRTXxBCA,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,NA,2493588
post-grunge,https://api.spotify.com/v1/artists/2sil8z5kiy4r76CRTXxBCA,2sil8z5kiy4r76CRTXxBCA,,The Goo Goo Dolls,71,artist,spotify:artist:2sil8z5kiy4r76CRTXxBCA,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,NA,2493588
dance pop,https://api.spotify.com/v1/artists/26dSoYclwsYLMAKD3tpOr4,26dSoYclwsYLMAKD3tpOr4,,Britney Spears,81,artist,spotify:artist:26dSoYclwsYLMAKD3tpOr4,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4,NA,12186560
pop,https://api.spotify.com/v1/artists/26dSoYclwsYLMAKD3tpOr4,26dSoYclwsYLMAKD3tpOr4,,Britney Spears,81,artist,spotify:artist:26dSoYclwsYLMAKD3tpOr4,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4,NA,12186560
latin pop,https://api.spotify.com/v1/artists/46lnlnlU0dXTDpoAUmH6Qx,46lnlnlU0dXTDpoAUmH6Qx,,Lou Bega,60,artist,spotify:artist:46lnlnlU0dXTDpoAUmH6Qx,https://open.spotify.com/artist/46lnlnlU0dXTDpoAUmH6Qx,NA,100476
irish rock,https://api.spotify.com/v1/artists/51Blml2LZPmy7TTiAg47vQ,51Blml2LZPmy7TTiAg47vQ,,U2,79,artist,spotify:artist:51Blml2LZPmy7TTiAg47vQ,https://open.spotify.com/artist/51Blml2LZPmy7TTiAg47vQ,NA,11000376
permanent wave,https://api.spotify.com/v1/artists/51Blml2LZPmy7TTiAg47vQ,51Blml2LZPmy7TTiAg47vQ,,U2,79,artist,spotify:artist:51Blml2LZPmy7TTiAg47vQ,https://open.spotify.com/artist/51Blml2LZPmy7TTiAg47vQ,NA,11000376
rock,https://api.spotify.com/v1/artists/51Blml2LZPmy7TTiAg47vQ,51Blml2LZPmy7TTiAg47vQ,,U2,79,artist,spotify:artist:51Blml2LZPmy7TTiAg47vQ,https://open.spotify.com/artist/51Blml2LZPmy7TTiAg47vQ,NA,11000376
dance pop,https://api.spotify.com/v1/artists/6XpaIBNiVzIetEPCWDvAFP,6XpaIBNiVzIetEPCWDvAFP,,Whitney Houston,77,artist,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,https://open.spotify.com/artist/6XpaIBNiVzIetEPCWDvAFP,NA,9137984
neo mellow,https://api.spotify.com/v1/artists/0vEsuISMWAKNctLlUAhSZC,0vEsuISMWAKNctLlUAhSZC,,Counting Crows,69,artist,spotify:artist:0vEsuISMWAKNctLlUAhSZC,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC,NA,1637318
pop rock,https://api.spotify.com/v1/artists/0vEsuISMWAKNctLlUAhSZC,0vEsuISMWAKNctLlUAhSZC,,Counting Crows,69,artist,spotify:artist:0vEsuISMWAKNctLlUAhSZC,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC,NA,1637318
post-grunge,https://api.spotify.com/v1/artists/0vEsuISMWAKNctLlUAhSZC,0vEsuISMWAKNctLlUAhSZC,,Counting Crows,69,artist,spotify:artist:0vEsuISMWAKNctLlUAhSZC,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC,NA,1637318
rock,https://api.spotify.com/v1/artists/0vEsuISMWAKNctLlUAhSZC,0vEsuISMWAKNctLlUAhSZC,,Counting Crows,69,artist,spotify:artist:0vEsuISMWAKNctLlUAhSZC,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC,NA,1637318
east coast hip hop,https://api.spotify.com/v1/artists/5me0Irg2ANcsgc93uaYrpb,5me0Irg2ANcsgc93uaYrpb,,The Notorious B.I.G.,79,artist,spotify:artist:5me0Irg2ANcsgc93uaYrpb,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,NA,8796899
gangster rap,https://api.spotify.com/v1/artists/5me0Irg2ANcsgc93uaYrpb,5me0Irg2ANcsgc93uaYrpb,,The Notorious B.I.G.,79,artist,spotify:artist:5me0Irg2ANcsgc93uaYrpb,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,NA,8796899
hardcore hip hop,https://api.spotify.com/v1/artists/5me0Irg2ANcsgc93uaYrpb,5me0Irg2ANcsgc93uaYrpb,,The Notorious B.I.G.,79,artist,spotify:artist:5me0Irg2ANcsgc93uaYrpb,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,NA,8796899
hip hop,https://api.spotify.com/v1/artists/5me0Irg2ANcsgc93uaYrpb,5me0Irg2ANcsgc93uaYrpb,,The Notorious B.I.G.,79,artist,spotify:artist:5me0Irg2ANcsgc93uaYrpb,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,NA,8796899
rap,https://api.spotify.com/v1/artists/5me0Irg2ANcsgc93uaYrpb,5me0Irg2ANcsgc93uaYrpb,,The Notorious B.I.G.,79,artist,spotify:artist:5me0Irg2ANcsgc93uaYrpb,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,NA,8796899
alternative metal,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
alternative rock,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
classic rock,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
grunge,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
hard rock,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
nu metal,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
rock,https://api.spotify.com/v1/artists/5xUf6j4upBrXZPg6AI4MRK,5xUf6j4upBrXZPg6AI4MRK,,Soundgarden,68,artist,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,https://open.spotify.com/artist/5xUf6j4upBrXZPg6AI4MRK,NA,3955931
rap rock,https://api.spotify.com/v1/artists/0EdvGhlC1FkGItLOWQzG4J,0EdvGhlC1FkGItLOWQzG4J,,Sublime,72,artist,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,https://open.spotify.com/artist/0EdvGhlC1FkGItLOWQzG4J,NA,2503545
reggae fusion,https://api.spotify.com/v1/artists/0EdvGhlC1FkGItLOWQzG4J,0EdvGhlC1FkGItLOWQzG4J,,Sublime,72,artist,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,https://open.spotify.com/artist/0EdvGhlC1FkGItLOWQzG4J,NA,2503545
ska mexicano,https://api.spotify.com/v1/artists/0EdvGhlC1FkGItLOWQzG4J,0EdvGhlC1FkGItLOWQzG4J,,Sublime,72,artist,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,https://open.spotify.com/artist/0EdvGhlC1FkGItLOWQzG4J,NA,2503545
ska punk,https://api.spotify.com/v1/artists/0EdvGhlC1FkGItLOWQzG4J,0EdvGhlC1FkGItLOWQzG4J,,Sublime,72,artist,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,https://open.spotify.com/artist/0EdvGhlC1FkGItLOWQzG4J,NA,2503545
boy band,https://api.spotify.com/v1/artists/2P3cjUru4H3fhSXXNxE9kA,2P3cjUru4H3fhSXXNxE9kA,,Blackstreet,64,artist,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,https://open.spotify.com/artist/2P3cjUru4H3fhSXXNxE9kA,NA,713787
contemporary r&b,https://api.spotify.com/v1/artists/2P3cjUru4H3fhSXXNxE9kA,2P3cjUru4H3fhSXXNxE9kA,,Blackstreet,64,artist,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,https://open.spotify.com/artist/2P3cjUru4H3fhSXXNxE9kA,NA,713787
new jack swing,https://api.spotify.com/v1/artists/2P3cjUru4H3fhSXXNxE9kA,2P3cjUru4H3fhSXXNxE9kA,,Blackstreet,64,artist,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,https://open.spotify.com/artist/2P3cjUru4H3fhSXXNxE9kA,NA,713787
r&b,https://api.spotify.com/v1/artists/2P3cjUru4H3fhSXXNxE9kA,2P3cjUru4H3fhSXXNxE9kA,,Blackstreet,64,artist,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,https://open.spotify.com/artist/2P3cjUru4H3fhSXXNxE9kA,NA,713787
